country_name,country_code,indicator_name,indicator_code,Ano,Valor
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,1997,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,1997,19
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,1998,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,1998,"7,095,464"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,1998,""
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,1998,"2,670,862"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,1998,""
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,1998,7
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,1998,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,1998,19
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,1999,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,1999,"7,223,168"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,1999,""
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,1999,"3,848,869"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,1999,""
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,1999,10
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,1999,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,1999,19
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2000,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2000,"7,894,205"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2000,""
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2000,"6,487,950"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2000,""
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2000,17
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2000,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2000,21
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2001,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2001,"8,131,435"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2001,"94,000"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2001,"6,741,791"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2001,0
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2001,17
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2001,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2001,21
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2002,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2002,"7,708,568"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2002,"148,000"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2002,"6,566,740"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2002,0
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2002,17
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2002,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2002,20
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2003,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2003,"8,603,869"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2003,"258,849"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2003,"7,842,233"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2003,0
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2003,20
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2003,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2003,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2004,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2004,"8,760,566"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2004,"542,879"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2004,"13,512,383"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2004,1
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2004,34
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2004,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2004,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2005,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2005,"9,441,673"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2005,"926,722"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2005,"22,156,426"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2005,2
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2005,56
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2005,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2005,24
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2006,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2006,"9,459,794"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2006,"1,583,713"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2006,"31,510,390"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2006,4
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2006,79
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2006,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2006,23
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2007,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2007,"9,500,000"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2007,"2,600,000"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2007,"40,401,771"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2007,6
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2007,101
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2007,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2007,23
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2008,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2008,"9,742,833"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2008,"3,114,741"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2008,"46,508,774"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2008,7
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2008,115
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2008,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2008,24
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2009,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2009,"9,768,135"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2009,"3,511,026"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2009,"52,482,780"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2009,8
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2009,128
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2009,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2009,24
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2010,"1,028"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2010,"9,914,208"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2010,"4,028,238"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2010,"57,082,298"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2010,9
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2010,138
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2010,25
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2010,24
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2011,"1,404"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2011,"9,722,525"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2011,"4,572,023"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2011,"60,722,729"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2011,11
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2011,146
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2011,34
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2011,23
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2012,"2,643"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2012,"9,455,639"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2012,"5,148,583"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2012,"64,327,647"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2012,12
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2012,153
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2012,63
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2012,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2013,"3,117"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2013,"9,662,084"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2013,"6,251,020"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2013,"67,361,515"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2013,14
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2013,158
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2013,73
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2013,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2014,"3,837"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2014,"9,822,465"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2014,"6,519,458"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2014,"61,234,216"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2014,15
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2014,142
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2014,89
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2014,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2015,"5,317"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2015,"10,073,125"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2015,"6,855,837"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2015,"61,842,011"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2015,15
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2015,142
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2015,123
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2015,23
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2016,"32,040"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2016,"10,164,849"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2016,"7,251,673"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2016,"63,719,805"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2016,16
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2016,145
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2016,735
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2016,23
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2017,"71,731"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2017,"9,744,368"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2017,"7,842,778"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2017,"61,897,379"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2017,17
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2017,140
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2017,"1,628"
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2017,22
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2018,"83,320"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2018,"9,764,014"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2018,"8,473,655"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2018,"58,598,041"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2018,19
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2018,131
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2018,"1,872"
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2018,21
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2019,"135,647"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2019,"7,757,243"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2019,"8,793,181"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2019,"56,352,947"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2019,19
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2019,125
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2019,"3,018"
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2019,17
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2020,"167,248"
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2020,"7,356,165"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2020,"9,571,562"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2020,"54,763,900"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2020,21
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2020,121
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2020,"3,685"
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2020,16
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2021,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2021,"7,626,361"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2021,"10,489,794"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2021,"59,065,827"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2021,23
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2021,130
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2021,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2021,16
Argentina,ARG,Servidores de Internet seguros,IT.NET.SECR,2022,""
Argentina,ARG,Suscripciones a telefonía fija,IT.MLT.MAIN,2022,"7,615,491"
Argentina,ARG,Suscripciones a banda ancha fija,IT.NET.BBND,2022,"11,208,114"
Argentina,ARG,Suscripciones a telefonía celular móvil,IT.CEL.SETS,2022,"60,236,460"
Argentina,ARG,Suscripciones a banda ancha fija (por cada 100 personas),IT.NET.BBND.P2,2022,24
Argentina,ARG,Suscripciones a telefonía celular móvil (por cada 100 personas),IT.CEL.SETS.P2,2022,132
Argentina,ARG,Servidores de Internet seguros (por cada millón de personas),IT.NET.SECR.P6,2022,""
Argentina,ARG,Suscripciones a telefonía fija (por cada 100 personas),IT.MLT.MAIN.P2,2022,16
